Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
10000,1.4189383,42.00429184549356,-163.74179,3.2182239581798684,3.2182239581798684,1.0
20000,1.4205524,41.94420600858369,-80.765945,3.2093431407289956,3.2093431407289956,1.0
30000,1.4227384,42.07327586206897,-62.544235,3.219495486596535,3.219495486596535,1.0
40000,1.42369,42.35064935064935,-61.47265,3.253393741913172,3.253393741913172,1.0
50000,1.4263598,42.20779220779221,-44.681606,3.23951497635284,3.23951497635284,1.0
60000,1.4259732,42.18103448275862,-18.526144,3.233788613615365,3.233788613615365,1.0
70000,1.427268,42.61135371179039,-11.313908,3.280895009311526,3.280895009311526,1.0
80000,1.4259604,41.98283261802575,-4.316209,3.2177036862516606,3.2177036862516606,1.0
90000,1.4265152,41.98275862068966,-0.57935345,3.2063489350779304,3.2063489350779304,1.0
100000,1.4270216,42.12931034482759,0.51862985,3.231379135929305,3.231379135929305,1.0
110000,1.4297948,41.672340425531914,0.7257759,3.18546786511198,3.18546786511198,1.0
120000,1.431529,42.134199134199136,0.69880205,3.229328815039102,3.229328815039102,1.0
130000,1.4329841,41.360169491525426,0.8611543,3.1492752170158647,3.1492752170158647,1.0
140000,1.4341959,41.918454935622314,1.021175,3.2074118161917755,3.2074118161917755,1.0
150000,1.4351493,41.957081545064376,1.2066427,3.2155792252700217,3.2155792252700217,1.0
160000,1.4355967,41.88841201716738,1.1684227,3.2059483251858167,3.2059483251858167,1.0
170000,1.4359958,41.85897435897436,1.1147472,3.202269049791189,3.202269049791189,1.0
180000,1.4365447,41.96551724137931,1.1369408,3.2076506573578407,3.2076506573578407,1.0
190000,1.4370362,41.88034188034188,1.1243122,3.206290418266231,3.206290418266231,1.0
200000,1.4368635,42.294372294372295,1.3093575,3.2470777437284397,3.2470777437284397,1.0
210000,1.436702,41.6965811965812,1.3651581,3.1834314460428352,3.1834314460428352,1.0
220000,1.4370327,41.96995708154506,1.4639463,3.218347468601276,3.218347468601276,1.0
230000,1.4371505,41.93991416309013,1.517254,3.2127895160806026,3.2127895160806026,1.0
240000,1.4371479,42.25541125541125,1.4295166,3.2401340255489597,3.2401340255489597,1.0
250000,1.437415,41.85407725321888,1.4804219,3.206544868935843,3.206544868935843,1.0
260000,1.4376833,41.64957264957265,1.5170102,3.174269052652212,3.174269052652212,1.0
270000,1.4372624,41.98283261802575,1.4358375,3.2164246923422097,3.2164246923422097,1.0
280000,1.4377102,42.63755458515284,1.3828601,3.276100269051098,3.276100269051098,1.0
290000,1.4388087,41.94420600858369,1.3624915,3.207008373072219,3.207008373072219,1.0
300000,1.439074,42.06896551724138,1.4895251,3.2274739475085816,3.2274739475085816,1.0
310000,1.4396273,41.59574468085106,1.441953,3.1737019670770525,3.1737019670770525,1.0
320000,1.4400347,42.03879310344828,1.4395602,3.2221248108765175,3.2221248108765175,1.0
330000,1.4403747,41.92274678111588,1.499072,3.200326002718553,3.200326002718553,1.0
340000,1.4410335,41.63404255319149,1.3325294,3.1837232072302637,3.1837232072302637,1.0
350000,1.4421052,41.84978540772532,1.3698869,3.2005405722769544,3.2005405722769544,1.0
360000,1.4424964,42.65502183406114,1.3765055,3.2821963281090083,3.2821963281090083,1.0
370000,1.4432797,42.258620689655174,1.415235,3.24024119048283,3.24024119048283,1.0
380000,1.4437103,41.96551724137931,1.4287162,3.2130429415867248,3.2130429415867248,1.0
390000,1.4446714,42.00429184549356,1.4937867,3.214703661177803,3.214703661177803,1.0
400000,1.4456118,41.794871794871796,1.3061954,3.195217758162409,3.195217758162409,1.0
410000,1.4469374,42.00431034482759,1.4296006,3.2139351676250327,3.2139351676250327,1.0
420000,1.4482391,42.116379310344826,1.3561007,3.2292412046728463,3.2292412046728463,1.0
430000,1.4491005,42.54782608695652,1.332692,3.268804181140402,3.268804181140402,1.0
440000,1.4493364,41.6965811965812,1.3602295,3.1874912640987296,3.1874912640987296,1.0
450000,1.4495034,42.0,1.4572554,3.221870510742582,3.221870510742582,1.0
460000,1.4495499,41.85897435897436,1.3311111,3.1979955434799194,3.1979955434799194,1.0
470000,1.4495466,41.93562231759657,1.4067606,3.208905401147998,3.208905401147998,1.0
480000,1.4495525,42.06896551724138,1.3487617,3.2205860090666802,3.2205860090666802,1.0
490000,1.4495357,42.495652173913044,1.3189342,3.2674954735714454,3.2674954735714454,1.0
500000,1.4495183,41.88412017167382,1.4043869,3.205493371374106,3.205493371374106,1.0
